ID	LANGUAGE	FILENAME	NUMBER	FRENCH	MALAGASY	FORM
3633	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	114	couper	mandidy	mandidy
3634	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	115	fendre (diviser)	mamaky	mamaky
3635	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	116	poignarder	manatsatoka antsy	mitomboko
3636	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	117	gratter	mikiky	magniky
3637	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	118	creuser	mangady	mangady
3638	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	119	nager	milomano	milomagno
3639	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	120	voler	manidina	magnembagna
3640	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	121	aller	mandeha	mandeha
3641	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	122	venir	avy	havy
3642	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	123	être couche	mandry	mandry
3643	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	124	être assis	mipetraka	mantotry
3644	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	125	être debout	mitsangana	mitsangagna
3645	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	126	tourner	mihodina	mihodigny
3646	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	127	tomber	mianjera	lavo
3647	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	128	donner	manome	magname
3648	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	129	tenir	mitantana	mitagna
3649	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	130	presser (comme un citron)	manery	mangoeky
3650	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	131	frotter	manakasoka	mandrokotro
3651	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	132	laver	manasa	manasa
3652	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	133	essuyer	mamafa	mamafa
3653	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	134	tirer	mitifitra	mitifitry
3654	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	135	pousser	manosika	manidigny
3655	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	136	jeter (lancer)	manoraka	manopy
3656	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	137	lier	mamehy	mamehy
3657	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	138	coudre	manjaitra	manjaitry
3658	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	139	compter	manisa	magnisa
3659	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	140	dire	milaza	mivolagna
3660	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	141	chanter	mihira	mihira
3661	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	142	jouer	milalao	misoma
3662	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	143	flotter	mitsinkafona	mitsilay
3663	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	144	couler	mikoriana	mivalagna
3664	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	145	geler	mandry	mivongagna
3665	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	146	gonfler	mibontsina	mivonto
3666	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	147	soleil	masoandro	masova
3667	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	148	lune	volana	davolagna
3668	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	149	étoile	kintana	lakintagna
3669	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	150	eau	rano	rano
3670	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	151	pluie	orana	mahalegny
3671	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	152	rivière	renirano	tegnarano
3672	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	153	lac	farihy	matsabory
3673	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	154	mer	ranomasina	ranomasigny
3674	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	155	sel	sira	sira
3675	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	156	pierre	vato	vato
3676	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	157	sable	fasika	alagnagna
3677	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	158	poussière	vovoka	jofompotaka
3678	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	159	terre	tany	tany
3679	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	160	nuage	rahona	rondro
3680	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	161	brouillard	zavona	zavogno
3681	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	162	ciel	lanitra	lagnitry
3682	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	163	vent	rivotra	rivotro
3683	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	164	neige	ranomandry	fanala
3684	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	165	glace	ranomandry	lagilasy
3685	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	166	fumée	setroka	tsemboko
3686	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	167	feu	afo	motro
3687	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	168	cendre	lavenona	jofo
3688	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	169	brûler	mandoro	magnoro
3689	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	170	route	lalana	lalagna
3690	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	171	montagne	tendrombohitra	tanety
3691	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	172	rouge	mena	mena
3692	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	173	vert	maitso	mahitso
3693	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	174	jaune	mavo	fondragna
3694	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	175	blanc	fotsy	fotsy
3695	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	176	noir	mainty	mahintigny
3696	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	177	nuit	alina	haligny
3697	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	178	jour	andro	andro
3698	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	179	an (année)	taona	tagno
3699	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	180	chaud	mafana	mafana
3700	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	181	froid	mangatsiaka	manintsy
3701	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	182	plein	feno	feno
3702	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	183	nouveau	vaovao	vaovao
3703	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	184	vieux	antitra	antitry
3704	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	185	bon	tsara	tsara
3705	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	186	mauvais	ratsy	ratsy
3706	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	187	pourri	lo	lo
3707	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	188	sale	maloto	maloto
3708	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	189	droit	mahitsy	mahitsy
3709	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	190	rond	boribory	boribory
3710	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	191	tranchant	maranitra	maragnitry
3711	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	192	émoussé	dombo	malomogno
3712	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	193	lisse	malama	malamatra
3713	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	194	mouillé	mando	lendegny
3714	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	195	sec	maina	maigny
3715	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	196	juste (correct)	mety	manjary
3716	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	197	près	akaiky	mariny
3717	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	198	loin	lavitra	lavitry
3718	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	199	droite	havanana	ankahery
3719	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	200	gauche	havia	ankavia
3720	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	201	à	any	akagny
3721	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	202	dans	anaty	agnatiny
3722	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	203	avec	amin'ny	amin ny
3723	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	204	et	sy	sindraiky
3724	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	205	si	raha	raohatra
3725	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	206	parce que	satria	satria
3726	Tsimihety (Mandritsara)	18-Tsimihety.Mandritsara.txt	207	nom	anarana	agnaragna
3727	Masikoro (Miary)	19-Masikoro.Miary.txt	1	je	izaho	zaho
3728	Masikoro (Miary)	19-Masikoro.Miary.txt	2	tu	ianao	iha
3729	Masikoro (Miary)	19-Masikoro.Miary.txt	3	il	izy	ie
3730	Masikoro (Miary)	19-Masikoro.Miary.txt	4	nous	isika	tsika
3731	Masikoro (Miary)	19-Masikoro.Miary.txt	5	vous	ianareo	nareo
3732	Masikoro (Miary)	19-Masikoro.Miary.txt	6	ils	izy ireo	rozy
3733	Masikoro (Miary)	19-Masikoro.Miary.txt	7	ceci	ity	toy
3734	Masikoro (Miary)	19-Masikoro.Miary.txt	8	cela	izany	eroy
3735	Masikoro (Miary)	19-Masikoro.Miary.txt	9	ici	eto	etoa
3736	Masikoro (Miary)	19-Masikoro.Miary.txt	10	là	ao	ao
3737	Masikoro (Miary)	19-Masikoro.Miary.txt	11	qui	iza	ia
3738	Masikoro (Miary)	19-Masikoro.Miary.txt	12	que (qu'est-ce que; quoi)	inona	ino
3739	Masikoro (Miary)	19-Masikoro.Miary.txt	13	où	aiza	aia
3740	Masikoro (Miary)	19-Masikoro.Miary.txt	14	quand	oviana	mbia
3741	Masikoro (Miary)	19-Masikoro.Miary.txt	15	comment	ahoana	manao ahoa
3742	Masikoro (Miary)	19-Masikoro.Miary.txt	16	ne pas	tsy	tsy
3743	Masikoro (Miary)	19-Masikoro.Miary.txt	17	tout	rehetra	iaby
3744	Masikoro (Miary)	19-Masikoro.Miary.txt	18	beaucoup	betsaka	maro
3745	Masikoro (Miary)	19-Masikoro.Miary.txt	19	quelques	vitsivitsy	tsy ampiampy
3746	Masikoro (Miary)	19-Masikoro.Miary.txt	20	peu	kely	kelikely
3747	Masikoro (Miary)	19-Masikoro.Miary.txt	21	autre	hafa	hafa
3748	Masikoro (Miary)	19-Masikoro.Miary.txt	22	un	iray	raiky
3749	Masikoro (Miary)	19-Masikoro.Miary.txt	23	deux	roa	roe
3750	Masikoro (Miary)	19-Masikoro.Miary.txt	24	trois	telo	telo
3751	Masikoro (Miary)	19-Masikoro.Miary.txt	25	quatre	efatra	efatse
3752	Masikoro (Miary)	19-Masikoro.Miary.txt	26	cinq	dimy	limy
3753	Masikoro (Miary)	19-Masikoro.Miary.txt	27	grand	lehibe	bevata
3754	Masikoro (Miary)	19-Masikoro.Miary.txt	28	long	lava	lava
3755	Masikoro (Miary)	19-Masikoro.Miary.txt	29	large	malalaka	malalaky
3756	Masikoro (Miary)	19-Masikoro.Miary.txt	30	épais	matevina	matevy
3757	Masikoro (Miary)	19-Masikoro.Miary.txt	31	lourd	mavesatra	mavesatsy
3758	Masikoro (Miary)	19-Masikoro.Miary.txt	32	petit	kely	maliniky
3759	Masikoro (Miary)	19-Masikoro.Miary.txt	33	court	fohy	boribory
3760	Masikoro (Miary)	19-Masikoro.Miary.txt	34	étroit	tery	maifitsy
3761	Masikoro (Miary)	19-Masikoro.Miary.txt	35	fin	manify	matify
3762	Masikoro (Miary)	19-Masikoro.Miary.txt	36	femme	vehivavy	ampela
3763	Masikoro (Miary)	19-Masikoro.Miary.txt	37	homme (mâle adulte)	lehilahy	johary
3764	Masikoro (Miary)	19-Masikoro.Miary.txt	38	homme (être humain)	olona	olo
3765	Masikoro (Miary)	19-Masikoro.Miary.txt	39	enfant	zaza	aja
3766	Masikoro (Miary)	19-Masikoro.Miary.txt	40	femme (épouse)	vady	valy
3767	Masikoro (Miary)	19-Masikoro.Miary.txt	41	mari	vady	valy
3768	Masikoro (Miary)	19-Masikoro.Miary.txt	42	mère	reny	reny
3769	Masikoro (Miary)	19-Masikoro.Miary.txt	43	père	ray	baba
3770	Masikoro (Miary)	19-Masikoro.Miary.txt	44	animal	biby	biby
3771	Masikoro (Miary)	19-Masikoro.Miary.txt	45	poisson	trondro	fia
3772	Masikoro (Miary)	19-Masikoro.Miary.txt	46	oiseau	vorona	voro
3773	Masikoro (Miary)	19-Masikoro.Miary.txt	47	chien	alika	alika
3774	Masikoro (Miary)	19-Masikoro.Miary.txt	48	pou	hao	hao
3775	Masikoro (Miary)	19-Masikoro.Miary.txt	49	serpent	bibilava	bibilava
3776	Masikoro (Miary)	19-Masikoro.Miary.txt	50	ver	kankana	soko
3777	Masikoro (Miary)	19-Masikoro.Miary.txt	51	arbre	hazo	hazo
3778	Masikoro (Miary)	19-Masikoro.Miary.txt	52	forêt	ala	ala
3779	Masikoro (Miary)	19-Masikoro.Miary.txt	53	bâton	kibay	kobay
3780	Masikoro (Miary)	19-Masikoro.Miary.txt	54	fruit	voankazo	voankazo
3781	Masikoro (Miary)	19-Masikoro.Miary.txt	55	graine	voa	vihy
3782	Masikoro (Miary)	19-Masikoro.Miary.txt	56	feuille	ravina	ravy
3783	Masikoro (Miary)	19-Masikoro.Miary.txt	57	racine	faka	fototsy
3784	Masikoro (Miary)	19-Masikoro.Miary.txt	58	écorce	hodi-kazo	holinkazo
3785	Masikoro (Miary)	19-Masikoro.Miary.txt	59	fleur	voninkazo	folera
3786	Masikoro (Miary)	19-Masikoro.Miary.txt	60	herbe	ahitra	akata
3787	Masikoro (Miary)	19-Masikoro.Miary.txt	61	corde	tady	taly
3788	Masikoro (Miary)	19-Masikoro.Miary.txt	62	peau	hoditra	holitsy
3789	Masikoro (Miary)	19-Masikoro.Miary.txt	63	viande	hena	hena
3790	Masikoro (Miary)	19-Masikoro.Miary.txt	64	sang	ra	lio
3791	Masikoro (Miary)	19-Masikoro.Miary.txt	65	os	taolana	taola
3792	Masikoro (Miary)	19-Masikoro.Miary.txt	66	graisse (matière)	taviny	vondraky
3793	Masikoro (Miary)	19-Masikoro.Miary.txt	67	œuf	atody	atoly
3794	Masikoro (Miary)	19-Masikoro.Miary.txt	68	corne	tandroka	tsifa
3795	Masikoro (Miary)	19-Masikoro.Miary.txt	69	queue	rambo	ohy
3796	Masikoro (Miary)	19-Masikoro.Miary.txt	70	plume	volom-borona	volomboro
3797	Masikoro (Miary)	19-Masikoro.Miary.txt	71	cheveux	volo	volo
3798	Masikoro (Miary)	19-Masikoro.Miary.txt	72	tête	loha	kabeso
3799	Masikoro (Miary)	19-Masikoro.Miary.txt	73	oreille	sofina	sofy
3800	Masikoro (Miary)	19-Masikoro.Miary.txt	74	œil	maso	maso
3801	Masikoro (Miary)	19-Masikoro.Miary.txt	75	nez	orona	oro
3802	Masikoro (Miary)	19-Masikoro.Miary.txt	76	bouche	vava	vava
3803	Masikoro (Miary)	19-Masikoro.Miary.txt	77	dent	nify	hy
3804	Masikoro (Miary)	19-Masikoro.Miary.txt	78	langue	lela	lela
3805	Masikoro (Miary)	19-Masikoro.Miary.txt	79	ongle	hoho	hoho
3806	Masikoro (Miary)	19-Masikoro.Miary.txt	80	pied	tongotra	tomboky
3807	Masikoro (Miary)	19-Masikoro.Miary.txt	81	jambe	ranjo	ranjo
3808	Masikoro (Miary)	19-Masikoro.Miary.txt	82	genou	lohalika	ongotsy
3809	Masikoro (Miary)	19-Masikoro.Miary.txt	83	main	tanana	tagna
3810	Masikoro (Miary)	19-Masikoro.Miary.txt	84	aile	elatra	helatsy
3811	Masikoro (Miary)	19-Masikoro.Miary.txt	85	ventre	kibo	troky
3812	Masikoro (Miary)	19-Masikoro.Miary.txt	86	entrailles	tsinay	tinay
3813	Masikoro (Miary)	19-Masikoro.Miary.txt	87	cou	vozona	vozo
3814	Masikoro (Miary)	19-Masikoro.Miary.txt	88	dos	lamosina	lambosy
3815	Masikoro (Miary)	19-Masikoro.Miary.txt	89	poitrine	tratra	tratra
3816	Masikoro (Miary)	19-Masikoro.Miary.txt	90	cœur	fo	fo
3817	Masikoro (Miary)	19-Masikoro.Miary.txt	91	foie	aty	aty
3818	Masikoro (Miary)	19-Masikoro.Miary.txt	92	boire	misotro	mino
3819	Masikoro (Miary)	19-Masikoro.Miary.txt	93	manger	mihinana	mihina
3820	Masikoro (Miary)	19-Masikoro.Miary.txt	94	mordre	manaikitra	magnehitsy
3821	Masikoro (Miary)	19-Masikoro.Miary.txt	95	sucer	mifiaka	mintsintsiky
3822	Masikoro (Miary)	19-Masikoro.Miary.txt	96	cracher	mandrehoka	mandrehoky
3823	Masikoro (Miary)	19-Masikoro.Miary.txt	97	vomir	mandoa	mandoa
3824	Masikoro (Miary)	19-Masikoro.Miary.txt	98	souffler	mitsoka	mitsioky
3825	Masikoro (Miary)	19-Masikoro.Miary.txt	99	respirer	miaina	miay
3826	Masikoro (Miary)	19-Masikoro.Miary.txt	100	rire	mihomehy	mihehy
3827	Masikoro (Miary)	19-Masikoro.Miary.txt	101	voir	mahita	mahita
3828	Masikoro (Miary)	19-Masikoro.Miary.txt	102	entendre	mihaino	mijanjy
3829	Masikoro (Miary)	19-Masikoro.Miary.txt	103	savoir	mahay	mahay
3830	Masikoro (Miary)	19-Masikoro.Miary.txt	104	penser	mieritreritra	mandiniky
3831	Masikoro (Miary)	19-Masikoro.Miary.txt	105	sentir (par le nez)	manimbolo	magnibo
3832	Masikoro (Miary)	19-Masikoro.Miary.txt	106	craindre	matahotra	matahotsy
3833	Masikoro (Miary)	19-Masikoro.Miary.txt	107	dormir	matory	miroro
3834	Masikoro (Miary)	19-Masikoro.Miary.txt	108	vivre	velona	velo
3835	Masikoro (Miary)	19-Masikoro.Miary.txt	109	mourir	maty	maty
3836	Masikoro (Miary)	19-Masikoro.Miary.txt	110	tuer	mamono	mamono
3837	Masikoro (Miary)	19-Masikoro.Miary.txt	111	se battre	miady	mialy
3838	Masikoro (Miary)	19-Masikoro.Miary.txt	112	chasser	mihaza	maminta
3839	Masikoro (Miary)	19-Masikoro.Miary.txt	113	frapper	mikapoka	mamango
3840	Masikoro (Miary)	19-Masikoro.Miary.txt	114	couper	mandidy	manapaky
3841	Masikoro (Miary)	19-Masikoro.Miary.txt	115	fendre (diviser)	mamaky	mamaky
3842	Masikoro (Miary)	19-Masikoro.Miary.txt	116	poignarder	manatsatoka antsy	mitomboky meso
3843	Masikoro (Miary)	19-Masikoro.Miary.txt	117	gratter	mikiky	magnihy
3844	Masikoro (Miary)	19-Masikoro.Miary.txt	118	creuser	mangady	mihaly
3845	Masikoro (Miary)	19-Masikoro.Miary.txt	119	nager	milomano	milagno
3846	Masikoro (Miary)	19-Masikoro.Miary.txt	120	voler	manidina	mitily
3847	Masikoro (Miary)	19-Masikoro.Miary.txt	121	aller	mandeha	mandeha
3848	Masikoro (Miary)	19-Masikoro.Miary.txt	122	venir	avy	avy
3849	Masikoro (Miary)	19-Masikoro.Miary.txt	123	être couche	mandry	miroro
3850	Masikoro (Miary)	19-Masikoro.Miary.txt	124	être assis	mipetraka	mipetraky
3851	Masikoro (Miary)	19-Masikoro.Miary.txt	125	être debout	mitsangana	mitsanga
3852	Masikoro (Miary)	19-Masikoro.Miary.txt	126	tourner	mihodina	miodiky
3853	Masikoro (Miary)	19-Masikoro.Miary.txt	127	tomber	mianjera	lavo
3854	Masikoro (Miary)	19-Masikoro.Miary.txt	128	donner	manome	magnome
3855	Masikoro (Miary)	19-Masikoro.Miary.txt	129	tenir	mitantana	manday
3856	Masikoro (Miary)	19-Masikoro.Miary.txt	130	presser (comme un citron)	manery	mandrambe
3857	Masikoro (Miary)	19-Masikoro.Miary.txt	131	frotter	manakasoka	mikosoke
3858	Masikoro (Miary)	19-Masikoro.Miary.txt	132	laver	manasa	manasa
3859	Masikoro (Miary)	19-Masikoro.Miary.txt	133	essuyer	mamafa	mamafa
3860	Masikoro (Miary)	19-Masikoro.Miary.txt	134	tirer	mitifitra	mitifitsy
3861	Masikoro (Miary)	19-Masikoro.Miary.txt	135	pousser	manosika	mandrosy
3862	Masikoro (Miary)	19-Masikoro.Miary.txt	136	jeter (lancer)	manoraka	mitoraky
3863	Masikoro (Miary)	19-Masikoro.Miary.txt	137	lier	mamehy	mamehy
3864	Masikoro (Miary)	19-Masikoro.Miary.txt	138	coudre	manjaitra	mitsebiky
3865	Masikoro (Miary)	19-Masikoro.Miary.txt	139	compter	manisa	magnisaky
3866	Masikoro (Miary)	19-Masikoro.Miary.txt	140	dire	milaza	mivola
3867	Masikoro (Miary)	19-Masikoro.Miary.txt	141	chanter	mihira	miantsa
3868	Masikoro (Miary)	19-Masikoro.Miary.txt	142	jouer	milalao	misa
3869	Masikoro (Miary)	19-Masikoro.Miary.txt	143	flotter	mitsinkafona	mitsangevaheva
3870	Masikoro (Miary)	19-Masikoro.Miary.txt	144	couler	mikoriana	mitsororoky
3871	Masikoro (Miary)	19-Masikoro.Miary.txt	145	geler	mandry	mandriky
3872	Masikoro (Miary)	19-Masikoro.Miary.txt	146	gonfler	mibontsina	mibongo
3873	Masikoro (Miary)	19-Masikoro.Miary.txt	147	soleil	masoandro	masoandro
3874	Masikoro (Miary)	19-Masikoro.Miary.txt	148	lune	volana	vola
3875	Masikoro (Miary)	19-Masikoro.Miary.txt	149	étoile	kintana	basia
3876	Masikoro (Miary)	19-Masikoro.Miary.txt	150	eau	rano	rano
3877	Masikoro (Miary)	19-Masikoro.Miary.txt	151	pluie	orana	ora
3878	Masikoro (Miary)	19-Masikoro.Miary.txt	152	rivière	renirano	vavarano
3879	Masikoro (Miary)	19-Masikoro.Miary.txt	153	lac	farihy	kitoboke
3880	Masikoro (Miary)	19-Masikoro.Miary.txt	154	mer	ranomasina	riake
3881	Masikoro (Miary)	19-Masikoro.Miary.txt	155	sel	sira	sira
3882	Masikoro (Miary)	19-Masikoro.Miary.txt	156	pierre	vato	vato
3883	Masikoro (Miary)	19-Masikoro.Miary.txt	157	sable	fasika	fasy
3884	Masikoro (Miary)	19-Masikoro.Miary.txt	158	poussière	vovoka	lemboky
3885	Masikoro (Miary)	19-Masikoro.Miary.txt	159	terre	tany	tany
3886	Masikoro (Miary)	19-Masikoro.Miary.txt	160	nuage	rahona	hiboky
3887	Masikoro (Miary)	19-Masikoro.Miary.txt	161	brouillard	zavona	zavo
3888	Masikoro (Miary)	19-Masikoro.Miary.txt	162	ciel	lanitra	lagnitsy
3889	Masikoro (Miary)	19-Masikoro.Miary.txt	163	vent	rivotra	tsioky
3890	Masikoro (Miary)	19-Masikoro.Miary.txt	164	neige	ranomandry	ranomihandro
3891	Masikoro (Miary)	19-Masikoro.Miary.txt	165	glace	ranomandry	vongandrano
3892	Masikoro (Miary)	19-Masikoro.Miary.txt	166	fumée	setroka	setroky
3893	Masikoro (Miary)	19-Masikoro.Miary.txt	167	feu	afo	bolo
3894	Masikoro (Miary)	19-Masikoro.Miary.txt	168	cendre	lavenona	lavenoky
3895	Masikoro (Miary)	19-Masikoro.Miary.txt	169	brûler	mandoro	magnoro
3896	Masikoro (Miary)	19-Masikoro.Miary.txt	170	route	lalana	lala
3897	Masikoro (Miary)	19-Masikoro.Miary.txt	171	montagne	tendrombohitra	vohitsy
3898	Masikoro (Miary)	19-Masikoro.Miary.txt	172	rouge	mena	mena
3899	Masikoro (Miary)	19-Masikoro.Miary.txt	173	vert	maitso	maintso
3900	Masikoro (Miary)	19-Masikoro.Miary.txt	174	jaune	mavo	vogny
3901	Masikoro (Miary)	19-Masikoro.Miary.txt	175	blanc	fotsy	foty
3902	Masikoro (Miary)	19-Masikoro.Miary.txt	176	noir	mainty	mainty
3903	Masikoro (Miary)	19-Masikoro.Miary.txt	177	nuit	alina	haliky
3904	Masikoro (Miary)	19-Masikoro.Miary.txt	178	jour	andro	anjo
3905	Masikoro (Miary)	19-Masikoro.Miary.txt	179	an (année)	taona	tao
3906	Masikoro (Miary)	19-Masikoro.Miary.txt	180	chaud	mafana	mafana
3907	Masikoro (Miary)	19-Masikoro.Miary.txt	181	froid	mangatsiaka	manintsy
3908	Masikoro (Miary)	19-Masikoro.Miary.txt	182	plein	feno	atsiky
3909	Masikoro (Miary)	19-Masikoro.Miary.txt	183	nouveau	vaovao	vao
3910	Masikoro (Miary)	19-Masikoro.Miary.txt	184	vieux	antitra	antitsy
3911	Masikoro (Miary)	19-Masikoro.Miary.txt	185	bon	tsara	soa
3912	Masikoro (Miary)	19-Masikoro.Miary.txt	186	mauvais	ratsy	raty
3913	Masikoro (Miary)	19-Masikoro.Miary.txt	187	pourri	lo	mantsy
3914	Masikoro (Miary)	19-Masikoro.Miary.txt	188	sale	maloto	maloto
3915	Masikoro (Miary)	19-Masikoro.Miary.txt	189	droit	mahitsy	mahity
3916	Masikoro (Miary)	19-Masikoro.Miary.txt	190	rond	boribory	boribory
3917	Masikoro (Miary)	19-Masikoro.Miary.txt	191	tranchant	maranitra	maragnitsy
3918	Masikoro (Miary)	19-Masikoro.Miary.txt	192	émoussé	dombo	madomoky
3919	Masikoro (Miary)	19-Masikoro.Miary.txt	193	lisse	malama	madoso
3920	Masikoro (Miary)	19-Masikoro.Miary.txt	194	mouillé	mando	lende
3921	Masikoro (Miary)	19-Masikoro.Miary.txt	195	sec	maina	maiky
3922	Masikoro (Miary)	19-Masikoro.Miary.txt	196	juste (correct)	mety	mety
3923	Masikoro (Miary)	19-Masikoro.Miary.txt	197	près	akaiky	mariniky
3924	Masikoro (Miary)	19-Masikoro.Miary.txt	198	loin	lavitra	lavitsy
3925	Masikoro (Miary)	19-Masikoro.Miary.txt	199	droite	havanana	ankavana
3926	Masikoro (Miary)	19-Masikoro.Miary.txt	200	gauche	havia	ankavia
3927	Masikoro (Miary)	19-Masikoro.Miary.txt	201	à	any	agny
3928	Masikoro (Miary)	19-Masikoro.Miary.txt	202	dans	anaty	agnaty
3929	Masikoro (Miary)	19-Masikoro.Miary.txt	203	avec	amin'ny	amin ny
3930	Masikoro (Miary)	19-Masikoro.Miary.txt	204	et	sy	sy
3931	Masikoro (Miary)	19-Masikoro.Miary.txt	205	si	raha	laha
3932	Masikoro (Miary)	19-Masikoro.Miary.txt	206	parce que	satria	satria
3933	Masikoro (Miary)	19-Masikoro.Miary.txt	207	nom	anarana	agnara
3934	Sakalava (Morondava)	20-Sakalava.Morondava.txt	1	je	izaho	zaho
